"ID","Achievement_Id","Type","Asset_Id","Quantity","Start_Event","Start_Asset","Fail_Event","Fail_Asset","Description_Lang_enUS","Description_Lang_enGB","Description_Lang_koKR","Description_Lang_frFR","Description_Lang_deDE","Description_Lang_enCN","Description_Lang_zhCN","Description_Lang_enTW","Description_Lang_zhTW","Description_Lang_esES","Description_Lang_esMX","Description_Lang_ruRU","Description_Lang_ptPT","Description_Lang_ptBR","Description_Lang_itIT","Description_Lang_Unk","Description_Lang_Mask","Flags","Timer_Start_Event","Timer_Asset_Id","Timer_Time","Ui_Order"
"5913","1676","11","139","700","0","0","0","0","Eastern Plaguelands","동부 역병지대","Maleterres de l'est","Östliche Pestländer","东瘟疫之地","東瘟疫之地","Tierras de la Peste del Este","Tierras de la Peste del Este","Восточные Чумные земли","","","","","","","","16712190","3","0","0","0","14"
"5965","1677","11","139","550","0","0","0","0","Eastern Plaguelands","동부 역병지대","Maleterres de l'est","Östliche Pestländer","东瘟疫之地","東瘟疫之地","Tierras de la Peste del Este","Tierras de la Peste del Este","Восточные Чумные земли","","","","","","","","16712190","3","0","0","0","14"
"6017","1678","11","3478","700","0","0","0","0","Gates of Ahn'Qiraj","안퀴라즈 관문","Portes d'Ahn'Qiraj","Tore von Ahn'Qiraj","安其拉之门","安其拉之門","Puerta de Ahn'Qiraj","Puerta de Ahn'Qiraj","Врата Ан'Киража","","","","","","","","16712190","3","0","0","0","14"
"6112","1680","11","3478","685","0","0","0","0","Gates of Ahn'Qiraj","안퀴라즈 관문","Portes d'Ahn'Qiraj","Tore von Ahn'Qiraj","安其拉之门","安其拉之門","Puerta de Ahn'Qiraj","Puerta de Ahn'Qiraj","Врата Ан'Киража","","","","","","","","16712190","3","0","0","0","14"
"6198","879","34","16056","0","0","0","0","0","Ancient Frostsaber","고대눈호랑이","Ancien sabre-de-givre","Uralter Frostsäbler","古代霜刃豹","上古霜刃豹","Sable de Hielo anciano","Sable de Hielo anciano","Древний ледопард","","","","","","","","16712190","2","0","0","0","14"
"6499","1777","29","45562","1","0","0","0","0","Sauteed Goby","살짝 데친 망둥이","Gobie sauté","Sautierte Grundel","嫩煎虾虎鱼","嫩煎刺鰭魚","Gobio salteado","Gobio salteado","Соте из бычков","","","","","","","","16712190","0","0","0","0","14"
"6774","1800","29","33295","1","0","0","0","0","Golden Fish Sticks","황금 어묵","Bâtonnets de poisson doré","Goldfischstäbchen","金色鱼柳","金魚肉串","Palitos de pez dorado","Palitos de pez dorado","Палочки из золотой рыбки","","","","","","","","16712190","0","0","0","0","14"
"7153","578","0","15954","1","0","0","0","0","Noth the Plaguebringer","역병술사 노스","Noth le Porte-peste","Noth der Seuchenfürst","药剂师诺斯","『瘟疫使者』諾斯","Noth el Pesteador","Noth el Pesteador","Нот Чумной","","","","","","","","16712190","0","0","0","0","14"
"7166","579","0","15954","1","0","0","0","0","Noth the Plaguebringer","역병술사 노스","Noth le Porte-peste","Noth der Seuchenfürst","药剂师诺斯","『瘟疫使者』諾斯","Noth el Pesteador","Noth el Pesteador","Нот Чумной","","","","","","","","16712190","0","0","0","0","14"
"7257","1957","36","43630","1","0","0","0","0","Tirion Fordring's Gold Coin","티리온 폴드링의 금화","Pièce d'or de Tirion Fordring","Tirion Fordrings Goldmünze","提里奥·弗丁的金币","提里奧·弗丁的金幣","Moneda de oro de Tirion Vadín","Moneda de oro de Tirion Vadín","Золотая монета Тириона Фордринга","","","","","","","","16712190","0","0","0","0","14"
"7454","2094","42","43715","1","0","0","0","0","Molok's Copper Coin","몰로크의 동화","Pièce de cuivre de Molok","Moloks Kupfermünze","穆罗克的铜币","穆羅克的銅幣","Moneda de cobre de Molok","Moneda de cobre de Molok","Медная монета Молока","","","","","","","","16712190","0","0","0","0","14"
"7476","2095","42","43643","1","0","0","0","0","Prince Magni Bronzebeard's Silver Coin","마그니 브론즈비어드 왕자의 은화","Pièce d'argent du prince Magni Barbe-de-bronze","Prinz Magni Bronzebarts Silbermünze","麦格尼·铜须王子的银币","麥格尼·銅鬚王子的銀幣","Moneda de plata del príncipe Magni Barbabronce","Moneda de plata del príncipe Magni Barbabronce","Серебряная монета принца Магни Бронзоборода","","","","","","","","16712190","0","0","0","0","14"
"7509","2136","8","1816","0","0","0","0","0","Defenseless","무방비 상태","Sans défenses","Angriff ist die beste Verteidigung","毫无防备","無防禦狀態","Indefensa","Indefensa","Беззащитность","","","","","","","","16712190","0","0","0","0","14"
"7575","2138","8","2149","0","0","0","0","0","Denyin' the Scion (25 player)","후예 숙청 (25인)","La répression des scions (25 joueurs)","Touché (25 Spieler)","断子绝孙（25人）","扼殺後裔(25人)","Rechazar al sucesor (25 j.)","Rechazar al sucesor (25 j.)","В назидание потомкам (25 игроков)","","","","","","","","16712190","0","0","0","0","14"
"7602","2137","8","2176","0","0","0","0","0","And They Would All Go Down Together","마지막 순간을 모두 함께","Jusqu'à ce que mort s'ensuive","Zusammen bis in den Tod","同生共死","他們會一起倒下","Y todos caerán a la misma vez","Y todos caerán a la misma vez","И все они падут, как один","","","","","","","","16712190","0","0","0","0","14"
"7799","322","20","26687","0","0","0","0","0","Gortok Palehoof","고르톡 페일후프","Gortok Pâle-sabot","Gortok Bleichhuf","戈托克·苍蹄","戈托克·白蹄","Gortok Pezuña Pálida","Gortok Pezuña Pálida","Горток Бледное Копыто","","","","","","","","16712190","0","0","0","0","14"
"7818","323","20","15928","0","0","0","0","0","Thaddius","타디우스","Thaddius","Thaddius","塔迪乌斯","泰迪斯","Thaddius","Thaddius","Таддиус","","","","","","","","16712190","0","0","0","0","14"
"7838","324","20","16028","0","0","0","0","0","Patchwerk","패치워크","Le Recousu","Flickwerk","帕奇维克","縫補者","Remendejo","Remendejo","Лоскутик","","","","","","","","16712190","0","0","0","0","14"
"8113","2256","0","32429","1","0","0","0","0","Seething Hate","증오의 살덩이마귀","Haine vengeresse","Wutentbrannter Hass","沸腾之怨","沸騰憎恨","Odio hirviente","Odio hirviente","Пылающая ненависть","","","","","","","","16712190","0","0","0","0","14"
"8704","347","41","21537","0","0","0","0","0","Festival Dumplings","달의 축제 만두","Raviolis de fête","Festtagsklöße","春节饺子","新年節慶點心","Albóndigas festivas","Albóndigas festivas","Праздничные клецки","","","","","","","","16712190","2","0","0","0","14"
"8999","346","41","23164","0","0","0","0","0","Bubbly Beverage","거품 보글 음료수","Boisson pétillante","Blubberndes Getränk","泡沫饮品","氣泡飲料","Bebida espumosa","Bebida espumosa","Шипучий напиток","","","","","","","","16712190","2","0","0","0","14"
"9370","2556","0","15476","1","0","0","0","0","Scorpion","전갈","Scorpion","Skorpion","蝎子","蠍子","Escorpión","Escorpión","Скорпион","","","","","","","","16712190","0","0","0","0","14"
"9745","2758","27","13705","1","0","0","0","0","","","","","","","","","","","","","","","","","16712191","2","0","0","0","14"
"9992","1770","0","33515","1","0","0","0","0","Auriaya","아우리아야","Auriaya","Auriaya","欧尔莉亚","奧芮雅","Auriaya","Auriaya","Ауриайя","","","","","","","","16712190","0","0","0","0","14"
"9993","1756","0","33515","1","0","0","0","0","Auriaya","아우리아야","Auriaya","Auriaya","欧尔莉亚","奧芮雅","Auriaya","Auriaya","Ауриайя","","","","","","","","16712190","0","0","0","0","14"
"11916","3802","28","68206","1","0","0","0","0","Archimonde","아키몬드","Archimonde","Archimonde","阿克蒙德","阿克蒙德","Archimonde","Archimonde","Архимонд","","","","","","","","16712190","0","0","0","0","14"
"11961","1525","27","13112","1","0","0","0","0","Infused Mushroom Meatloaf - Horde","버섯 풍미 고기구이 - 호드","Pain de viande aux champignons infusés - Horde","Energieerfüllter Pilzhackbraten - Horde","魔法蘑菇肉片 - 部落","灌能蘑菇肉糕 - 部落","Pastel de carne de champiñones imbuidos - Horda","Pastel de carne de champiñones imbuidos - Horda","Мясной рулет в странногрибном соусе – Орда","","","","","","","","16712190","0","0","0","0","14"
"12631","4416","34","43918","0","0","0","0","0","Mojo","모조","Mojo","Mojo","魔汁","莫巧","Mojo","Mojo","Вудуистский амулет","","","","","","","","16712190","2","0","0","0","14"
"12890","1695","27","24650","1","0","0","0","0","","","","","","","","","","","","","","","","","16712188","2","0","0","0","14"
"12899","1792","34","65381","0","0","0","0","0","Curious Oracle Hatchling","호기심 많은 새끼 점쟁이","Têtard oracle curieux","Neugieriges Orakeljunges","好奇的小神谕者","好奇的小神諭者","Prole de Oráculo curiosa","Prole de Oráculo curiosa","Любопытный маленький оракул","","","","","","","","16712190","2","0","0","0","14"
"12926","4602","8","4579","0","0","0","0","0","Portal Jockey","차원문 관광","Portail à portail","Portalspringer","门神","傳送門花招","Sereno","Sereno","Прогулки по порталам","","","","","","","","16712190","0","0","0","0","14"
"13025","4603","8","4619","0","0","0","0","0","Portal Jockey","차원문 관광","Portail à portail","Portalspringer","门神","傳送門花招","Sereno","Sereno","Прогулки по порталам","","","","","","","","16712190","0","0","0","0","14"
"516","627","43","106","1","0","0","0","0","South Gate Outpost","남부 관문 전초기지","Avant-poste de la porte Sud","Südtoraußenposten","南门哨岗","南門崗哨","Avanzada de la Puerta Sur","Avanzada de la Puerta Sur","Застава у Южных врат","","","","","","","","16712190","0","0","0","0","15"
"773","700","36","30344","1","0","0","0","0","Medallion of the Horde","호드의 메달","Médaillon de la Horde","Medaillon der Horde","部落勋章","部落勳章","Medallón de la Horda","Medallón de la Horda","Медальон Орды","","","","","","","","16712190","2","0","0","0","15"
"793","701","36","30351","1","0","0","0","0","Medallion of the Alliance","얼라이언스의 메달","Médaillon de l'Alliance","Medaillon der Allianz","联盟勋章","聯盟勳章","Medallón de la Alianza","Medallón de la Alianza","Медальон Альянса","","","","","","","","16712190","2","0","0","0","15"
"931","750","43","475","1","0","0","0","0","Northwatch Hold","북부 전초기지","Fort du Nord","Die Feste Nordwacht","北方城堡","北方城堡","Fuerte del Norte","Fuerte del Norte","Крепость Северной Стражи","","","","","","","","16712190","0","0","0","0","15"
"961","760","43","455","1","0","0","0","0","The Uplands","고원","Les Hauteurs","Das Oberland","高地","高地","Las Tierras Altas","Las Tierras Altas","Высокогорье","","","","","","","","16712190","0","0","0","0","15"
"975","761","43","575","1","0","0","0","0","Circle of East Binding","동쪽 봉인의 마법진","Cercle de lien oriental","Kreis der östlichen Bindung","东部禁锢法阵","東部禁錮法陣","Círculo de Vínculo Este","Círculo de Vínculo Este","Восточный Круг Обуздания","","","","","","","","16712190","0","0","0","0","15"
"1052","768","43","221","1","0","0","0","0","The Bulwark","보루","La Barricade","Das Bollwerk","亡灵壁垒","亡靈壁壘","El Baluarte","El Baluarte","Бастион","","","","","","","","16712190","0","0","0","0","15"
"1067","769","43","315","1","0","0","0","0","Beren's Peril","베렌의 동굴","Péril de Beren","Berens List","博伦的巢穴","博倫的巢穴","El Desafío de Beren","El Desafío de Beren","Погибель Берена","","","","","","","","16712190","0","0","0","0","15"
"1095","771","43","880","1","0","0","0","0","Blackwood Lake","검은나무 호수","Lac de Noirbois","Faulholzsee","黑木湖","黑木湖","Lago del Bosque Negro","Lago del Bosque Negro","Озеро Чернолесья","","","","","","","","16712190","0","0","0","0","15"
"1210","781","43","512","1","0","0","0","0","Ruins of Zul'Mamwe","줄맘웨의 폐허","Ruines de Zul'Mamwe","Ruinen von Zul'Mamwe","祖玛维废墟","祖瑪維廢墟","Ruinas de Zul'Mamwe","Ruinas de Zul'Mamwe","Руины Зул'Мамве","","","","","","","","16712190","0","0","0","0","15"
"1276","841","43","395","1","0","0","0","0","Grim Batol","그림 바톨","Grim Batol","Grim Batol","格瑞姆巴托","格瑞姆巴托","Grim Batol","Grim Batol","Грим Батол","","","","","","","","16712190","0","0","0","0","15"
"1292","42","8","769","1","0","0","0","0","Silverpine Forest","은빛소나무 숲","Forêt des Pins argentés","Silberwald","银松森林","銀松森林","Bosque de Argénteos","Bosque de Argénteos","Серебряный бор","","","","","","","","16712190","0","0","0","0","15"
"1337","845","43","755","1","0","0","0","0","Satyrnaar","사티르나르","Satyrnaar","Satyrnaar","萨提纳尔","薩提納爾","Satyrnaar","Satyrnaar","Сатирнаар","","","","","","","","16712190","0","0","0","0","15"
"1383","848","43","761","1","0","0","0","0","Ranazjar Isle","라나즈자르 섬","Île de Ranazjar","Die Insel Ranazjar","拉纳加尔岛","拉納加爾島","Isla Ranazjar","Isla Ranazjar","Остров Раназьяр","","","","","","","","16712190","0","0","0","0","15"
"1393","849","43","995","1","0","0","0","0","Sardor Isle","살도르 섬","Île de Sardor","Insel Sardor","萨尔多岛","薩爾多島","Isla de Sardor","Isla de Sardor","Остров Сардор","","","","","","","","16712190","0","0","0","0","15"
"1423","851","43","644","1","0","0","0","0","Land's End Beach","끝자락 해안","Plage du Bout-du-Monde","Landendestrand","天涯海滩","天涯海灘","Playa Finisterrae","Playa Finisterrae","Пляж на Краю Света","","","","","","","","16712190","0","0","0","0","15"
"1439","852","43","855","1","0","0","0","0","Southridge Beach","남녘마루 해안","Plage des Crêtes du sud","Südklippenufer","南山海滩","南山海灘","Playa del Arrecife Sur","Playa del Arrecife Sur","Южный пляж","","","","","","","","16712190","0","0","0","0","15"
"1498","43","8","852","1","0","0","0","0","Azshara","아즈샤라","Azshara","Azshara","艾萨拉","艾薩拉","Azshara","Azshara","Азшара","","","","","","","","16712190","0","0","0","0","15"
"1522","859","43","1356","1","0","0","0","0","Azurebreeze Coast","하늘바람 해안","Côte de Brise-d'Azur","Azurblaue Küste","碧风海岸","蔚藍海岸","Costa Bris Azur","Costa Bris Azur","Побережье Лазурного Ветра","","","","","","","","16712190","0","0","0","0","15"
"1546","858","43","1225","1","0","0","0","0","Elrendar Crossing","엘렌다르 건널목","Passage de l'Elrendar","Elrendarkreuzung","艾伦达尔桥","艾蘭達路口","Cruce Elrendar","Cruce Elrendar","Перекресток Элрендар","","","","","","","","16712190","0","0","0","0","15"
"1566","860","43","1377","1","0","0","0","0","The Exodar","엑소다르","L'Exodar","Die Exodar","埃索达","艾克索達","El Exodar","El Exodar","Экзодар","","","","","","","","16712190","0","0","0","0","15"
"1587","861","43","1342","1","0","0","0","0","Tel'athion's Camp","텔아시온의 야영지","Camp de Tel'athion","Tel'athions Lager","塔希恩的营地","泰勒希歐營地","Campamento de Tel'athion","Campamento de Tel'athion","Лагерь Тел'атиона","","","","","","","","16712190","0","0","0","0","15"
"1636","862","43","1282","1","0","0","0","0","Fallen Sky Ridge","무너진 하늘 마루","Crête Tombeciel","Himmelssturzgrat","坠星山","墜天山脈","Cresta Cielo Estrellado","Cresta Cielo Estrellado","Гряда Упавшего Неба","","","","","","","","16712190","0","0","0","0","15"
"1657","863","43","1237","1","0","0","0","0","Orebor Harborage","오레보르 피난처","Havre d'Orebor","Oreborzuflucht","奥雷柏尔营地","奧雷伯爾港","Puerto Orebor","Puerto Orebor","Прибежище Оребор","","","","","","","","16712190","0","0","0","0","15"
"1698","865","43","1303","1","0","0","0","0","Mok'Nathal Village","모크나탈 마을","Mok'Nathal","Mok'Nathal","莫克纳萨村","摩克納薩爾村","Aldea Mok'Nathal","Aldea Mok'Nathal","Деревня Мок'Натал","","","","","","","","16712190","0","0","0","0","15"
"1723","866","43","1229","1","0","0","0","0","Southwind Cleft","마파람 동굴","Faille de Sudevent","Südwindkluft","南风裂谷","南風斷崖","Grieta del Viento Sur","Grieta del Viento Sur","Расщелина Южного Ветра","","","","","","","","16712190","0","0","0","0","15"
"1740","867","43","1392","1","0","0","0","0","Refugee Caravan","피난민 행렬","Caravane de réfugiés","Flüchtlingskarawane","难民车队","難民商隊","Caravana de Refugiados","Caravana de Refugiados","Караван Беженцев","","","","","","","","16712190","0","0","0","0","15"
"1773","843","43","1267","1","0","0","0","0","Sunfury Hold","성난태양 주둔지","Bastion des Solfurie","Sonnenzornposten","日怒堡","日怒要塞","Bastión Furia del Sol","Bastión Furia del Sol","Форт Ярости Солнца","","","","","","","","16712190","0","0","0","0","15"
"1854","879","36","12303","1","0","0","0","0","Nightsaber","밤호랑이","Sabre-de-nuit","Nachtsäbler","夜刃豹","夜刃豹","Sable de la noche","Sable de la noche","Ночной саблезуб","","","","","","","","16712190","2","0","0","0","15"
"1946","912","27","8688","1","0","0","0","0","Elder Windrun in Eastern Plaguelands","동부 역병지대 장로 윈드런","Ancien Tracevent dans les Maleterres de l'est","Urahne Windflucht in den östlichen Pestländern","东瘟疫之地的风路长者","東瘟疫之地的風行長者","Ancestro Fuerteviento en las Tierras de la Peste del Este","Ancestro Fuerteviento en las Tierras de la Peste del Este","Предок Вестник Ветров в Восточных Чумных землях","","","","","","","","16712190","0","0","0","0","15"
"1960","911","27","8671","1","0","0","0","0","Elder Ragetotem in Tanaris","타나리스 장로 레이지토템","Ancienne Totem-de-rage dans Tanaris","Urahnin Rachtotem in Tanaris","塔纳利斯的暴怒图腾长者","塔納利斯的狂暴圖騰長者","Ancestro Tótem de Ira en Tanaris","Ancestro Tótem de Ira en Tanaris","Предок Тотем Ярости в Танарисе","","","","","","","","16712190","0","0","0","0","15"
"2086","963","27","12399","1","0","0","0","0","Tanaris, Gadgetzan","타나리스, 가젯잔","Tanaris, Gadgetzan","Tanaris, Gadgetzan","塔纳利斯，加基森","塔納利斯，加基森","Tanaris, Gadgetzan","Tanaris, Gadgetzan","Танарис, Прибамбасск","","","","","","","","16712190","0","0","0","0","15"
"2114","965","27","12378","1","0","0","0","0","Stonetalon Mountains, Sun Rock Retreat","돌발톱 산맥, 해바위 야영지","Les Serres-Rocheuses, Retraite de Roche-Soleil","Steinkrallengebirge, Sonnenfels","石爪山脉，烈日石居","石爪山脈，烈日石居","Sierra Espolón, Refugio Roca del Sol","Sierra Espolón, Refugio Roca del Sol","Когтистые горы, Приют у Солнечного Камня","","","","","","","","16712190","0","0","0","0","15"
"2159","967","27","12363","1","0","0","0","0","Tirisfal Glades, Brill","티리스팔 숲, 브릴","Clairières de Tirisfal, Brill","Tirisfal, Brill","提瑞斯法林地","提里斯法林地，布瑞爾","Claros de Tirisfal, Rémol","Claros de Tirisfal, Rémol","Тирисфальские леса, Брилл","","","","","","","","16712190","0","0","0","0","15"
"2210","969","27","12409","1","0","0","0","0","Shadowmoon Valley, Altar of Sha'tar or Sanctum of the Stars","어둠달 골짜기, 샤타르 제단 또는 별의 성소","Vallée d'Ombrelune, autel de Sha'tar ou sanctum des Étoiles","Schattenmondtal, Altar der Sha'tar oder Sanktum der Sterne","影月谷，沙塔尔祭坛或群星圣殿","影月谷，薩塔祭壇或星光聖所","Valle Sombraluna, Altar de Sha'tar o Sagrario de las Estrellas","Valle Sombraluna, Altar de Sha'tar o Sagrario de las Estrellas","Долина Призрачной Луны, Алтарь Ша'тар или Святилище Звезд","","","","","","","","16712190","0","0","0","0","15"
"2274","979","36","20566","1","0","0","0","0","Flimsy Male Human Mask","얇은 남자 인간 가면","Masque d'humain fragile","Leichte männliche Menschenmaske","劣质男性人类面具","劣質男性人類面具","Máscara de hombre endeble","Máscara de hombre endeble","Тонкая мужская маска","","","","","","","","16712190","2","0","0","0","15"
"2356","556","49","15","1","0","0","0","0","Weapon","무기","Arme","Waffe","武器","武器","Arma","Arma","Оружие","","","","","","","","16712190","0","0","0","0","15"
"2901","621","57","23999","1","0","0","0","0","Honor Hold Tabard","명예의 요새 휘장","Tabard du bastion de l'Honneur","Wappenrock der Ehrenfeste","荣耀堡战袍","榮譽堡外袍","Tabardo de Bastión del Honor","Tabardo de Bastión del Honor","Гербовая накидка Оплота Чести","","","","","","","","16712190","2","0","0","0","15"
"3315","344","41","6451","1","0","0","0","0","Heavy Silk Bandage","두꺼운 비단 붕대","Bandage épais en soie","Schwerer Seidenverband","厚丝质绷带","厚絲質繃帶","Venda de seda gruesa","Venda de seda gruesa","Плотные шелковые бинты","","","","","","","","16712190","0","0","0","0","15"
"3737","557","49","15","1","0","0","0","0","Weapon","무기","Arme","Waffe","武器","武器","Arma","Arma","Оружие","","","","","","","","16712190","0","0","0","0","15"
"3755","1206","54","225","1","0","0","0","0","Rabbit","토끼","Lapin","Kaninchen","兔子","兔子","Conejo","Conejo","Кролик","","","","","","","","16712190","0","0","0","0","15"
"3776","1244","68","175729","1","0","0","0","0","Mount Hyjal and Illidan's Gift","하이잘 산과 일리단의 선물","Le mont Hyjal et le cadeau d'Illidan","Der Berg Hyjal und Illidans Geschenk","海加尔山和伊利丹的礼物","海加爾山跟伊利丹的禮物","El Monte Hyjal y el Obsequio de Illidan","El Monte Hyjal y el Obsequio de Illidan","Гора Хиджал и Дар Иллидана","","","","","","","","16712190","0","0","0","0","15"
"3863","153","72","180752","1","0","0","0","0","Teeming Firefin Snapper School","불지느러미퉁돔 떼","Banc grouillant de lutjans de nagefeu","Wimmelnder Feuerflossenschnapperschwarm","大型火鳞鳝鱼群","群聚火鰭鯛魚群","Banco de pargos de fuego a rebosar","Banco de pargos de fuego a rebosar","Большой косяк огнеперого луциана","","","","","","","","16712190","2","0","0","0","15"
"3953","1283","8","642","0","0","0","0","0","Blackrock Depths","검은바위 나락","Profondeurs de Rochenoire","Schwarzfelstiefen","黑石深渊","黑石深淵","Profundidades de Roca Negra","Profundidades de Roca Negra","Глубины Черной горы","","","","","","","","16712190","0","0","0","0","15"
"3979","1284","8","661","0","0","0","0","0","Magister's Terrace","마법학자의 정원","Terrasse des magistères","Die Terrasse der Magister","魔导师平台","博學者殿堂","Bancal del Magister","Bancal del Magister","Терраса Магистров","","","","","","","","16712190","0","0","0","0","15"
"4038","1287","8","682","0","0","0","0","0","Heroic Magister's Terrace","마법학자의 정원 - 영웅","Terrasse des magistères en mode héroïque","Heroische Terrassen der Magister","魔导师平台英雄模式","英雄博學者殿堂","Bancal del Magister heroico","Bancal del Magister heroico","Терраса Магистров, героический режим","","","","","","","","16712190","0","0","0","0","15"
"4151","1263","43","1515","0","0","0","0","0","New Agamand","신 아가만드","Nouvelle-Agamand","Neu-Agamand","新阿加曼德","新阿加曼德","Nuevo Agamand","Nuevo Agamand","Новый Агамонд","","","","","","","","16712190","0","0","0","0","15"
"4174","1265","43","1523","0","0","0","0","0","Venomspite","원한의 초소","Vexevenin","Gallgrimm","怨毒镇","毒怨之地","Rencor Venenoso","Rencor Venenoso","Ядозлобь","","","","","","","","16712190","0","0","0","0","15"
"4302","345","41","22829","0","0","0","0","0","Super Healing Potion","특급 치유 물약","Potion de super-soins","Erstklassiger Heiltrank","超级治疗药水","超強效治療藥水","Superpoción de sanación","Superpoción de sanación","Гигантский флакон с лечебным зельем","","","","","","","","16712190","0","0","0","0","15"
"4328","922","41","13444","0","0","0","0","0","Major Mana Potion","일급 마나 물약","Potion de mana majeure","Erheblicher Manatrank","特效法力药水","極效法力藥水","Poción de maná sublime","Poción de maná sublime","Огромный флакон с зельем маны","","","","","","","","16712190","0","0","0","0","15"
"4350","923","41","9224","0","0","0","0","0","Elixir of Demonslaying","악마 사냥 전문화의 비약","Elixir de tueur de démon","Elixier des Dämonentötens","屠魔药剂","屠魔藥劑","Elixir de Matanza de demonios","Elixir de Matanza de demonios","Эликсир истребления демонов","","","","","","","","16712190","0","0","0","0","15"
"4421","811","41","40083","0","0","0","0","0","Flask of Stoneblood","완전한 피의 영약","Flacon de sang de pierre","Fläschchen des Steinbluts","石血合剂","石血精鍊藥劑","Frasco de sangrepiedra","Frasco de sangrepiedra","Настой каменной крови","","","","","","","","16712190","0","0","0","0","15"
"4518","1311","0","18690","1","0","0","0","0","Morcrush","모르크루쉬","Morcrase","Mordruck","莫克拉什","崩碎者","Morchaca","Morchaca","Моркруш","","","","","","","","16712190","0","0","0","0","15"
"4554","686","36","16946","1","0","0","0","0","Legplates of Ten Storms","폭풍우 다리갑옷","Cuissards des dix tempêtes","Beinplatten der zehn Stürme","无尽风暴护腿","無盡風暴腿鎧","Quijotes de diez tormentas","Quijotes de diez tormentas","Ножные латы десяти бурь","","","","","","","","16712190","2","0","0","0","15"
"4574","685","36","19382","1","0","0","0","0","Pure Elementium Band","순수한 엘레멘티움 고리","Bague d'élémentium pur","Band aus reinem Elementium","纯源质指环","純源質指環","Sortija de elementium puro","Sortija de elementium puro","Кольцо из чистого элементия","","","","","","","","16712190","2","0","0","0","15"
"4587","687","36","21134","1","0","0","0","0","Dark Edge of Insanity","광기의 암흑 도끼","Sombre tranchante de la démence","Dunkle Schneide des Irrsinns","疯狂黑暗之刃","瘋狂黑暗之鋒","Filo oscuro de la locura","Filo oscuro de la locura","Темное лезвие Безумия","","","","","","","","16712190","2","0","0","0","15"
"4610","698","36","34331","1","0","0","0","0","Hand of the Deceiver","기만자의 심복","Main du trompeur","Hand des Betrügers","欺诈者之手","欺詐者之手","Mano del Falsario","Mano del Falsario","Рука Искусителя","","","","","","","","16712190","2","0","0","0","15"
"4631","695","36","31064","1","0","0","0","0","Hood of Absolution","면죄의 두건","Chaperon d'absolution","Kapuze der Absolution","赦免头巾","赦免戰衣兜帽","Caperuza de absolución","Caperuza de absolución","Капюшон отпущения грехов","","","","","","","","16712190","2","0","0","0","15"
"4733","812","41","19005","0","0","0","0","0","Minor Healthstone (2)","최하급 생명석 (2)","Pierre de soins mineure (2)","Schwacher Gesundheitsstein (2)","初级治疗石（2）","初級治療石 (2)","Piedra de salud menor (2)","Piedra de salud menor (2)","Крошечный камень здоровья (2)","","","","","","","","16712190","0","0","0","0","15"
"4764","925","46","935","42000","0","0","0","0","Exlated with the Sha'tar","샤타르 확고한 동맹","Exalté auprès des Sha'tar","Ehrfürchtig bei den Sha'tar","沙塔尔崇拜","薩塔崇拜","Exaltado con los Sha'tar","Exaltado con los Sha'tar","Превознесение у Ша'тар","","","","","","","","16712190","0","0","0","0","15"
"4782","927","49","18","1","0","0","0","0","Tabard is Epic!","영웅급 휘장!","Un tabard épique !","Wappenrock ist episch!","战袍是史诗装备！","外袍是史詩等級!","¡El tabardo es épico!","¡El tabardo es épico!","Эпическая гербовая накидка","","","","","","","","16712190","0","0","0","0","15"
"4801","697","36","32483","1","0","0","0","0","The Skull of Gul'dan","굴단의 해골","Le crâne de Gul'dan","Der Schädel des Gul'dan","古尔丹之颅","古爾丹之顱","La calavera de Gul'dan","La calavera de Gul'dan","Череп Гул'дана","","","","","","","","16712190","2","0","0","0","15"
"4831","696","36","29988","1","0","0","0","0","The Nexus Key","연합의 열쇠","La clé du Nexus","Der Nexusschlüssel","节点钥匙","奈薩斯關鍵法杖","La llave de El Nexo","La llave de El Nexo","Астральный ключ","","","","","","","","16712190","2","0","0","0","15"
"4861","694","36","30107","1","0","0","0","0","Vestments of the Sea-Witch","바다마녀의 의복","Habit de la sorcière des mers","Gewand der Meerhexe","海巫外衣","海巫法衣","Vestimentas de la bruja marina","Vestimentas de la bruja marina","Одежды Морской ведьмы","","","","","","","","16712190","2","0","0","0","15"
"4888","693","36","28778","1","0","0","0","0","Terror Pit Girdle","공포의 지옥 벨트","Ceinturon du puits de la terreur","Gurt der Schreckensgrube","恐惧深渊束带","恐怖陷阱束腰","Faja de foso de terror","Faja de foso de terror","Ремень Кошмарной бездны","","","","","","","","16712190","2","0","0","0","15"
"4920","692","36","28810","1","0","0","0","0","Windshear Boots","칼바람 장화","Bottes des Cisailles","Scherwindstiefel","风剪长靴","風剪長靴","Botas Cortaviento","Botas Cortaviento","Сапоги Ветрорезов","","","","","","","","16712190","2","0","0","0","15"
"5067","1307","27","9008","1","0","0","0","0","Saving the Best for Last","최고의 것은 마지막을 위해 남겨 두세요.","Garder le meilleur pour la fin","Das Beste für den Schluss aufheben","最后的奖赏","最後的獎賞","Guardar lo mejor para el final","Guardar lo mejor para el final","Сладкое – на закуску","","","","","","","","16712190","2","0","0","0","15"
